Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0,"0,00150000000000001","1,38777878078145E-17",0,0,0,"0,468000000000001","0,000390351","5,37237652524249E-37","1,82117501628044E-35","0,00195",0,"0,001560351",0,0,0,0,0,0,package://exp_urdf/meshes/base_link.STL,"0,792156862745098","0,819607843137255","0,933333333333333",1,0,0,0,0,0,0,package://exp_urdf/meshes/base_link.STL,,abot_base-1,CS_BASE <abot_base-1>,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
abot_right_wheel,"1,73472347597681E-18","6,93889390390723E-18","0,0125",0,0,0,"0,647069911869073","0,000204568456512775","8,74462853802417E-37","-6,40186763099391E-37","0,000204568456512775","2,29221398410346E-36","0,000341733797205854",0,0,0,0,0,0,package://exp_urdf/meshes/abot_right_wheel.STL,"0,792156862745098","0,819607843137255","0,933333333333333",1,0,0,0,0,0,0,package://exp_urdf/meshes/abot_right_wheel.STL,,abot_right_wheel-1,CS_RIGHT_WHEEL <abot_right_wheel-1>,AXIS_RIGHT_WHEEL <abot_right_wheel-1>,right_wheel_to_base,continuous,"-0,04","0,003","-0,075",0,0,0,base_link,0,0,1,,,,,,,,,,,,
abot_left_wheel,"1,73472347597681E-18","6,93889390390723E-18","0,0125",0,0,0,"0,647069911869073","0,000204568456512775","8,74462853802416E-37","4,83859844563354E-36","0,000204568456512774",0,"0,000341733797205854",0,0,0,0,0,0,package://exp_urdf/meshes/abot_left_wheel.STL,"0,792156862745098","0,819607843137255","0,933333333333333",1,0,0,0,0,0,0,package://exp_urdf/meshes/abot_left_wheel.STL,,abot_left_wheel-1,CS_LEFT_WHEEL <abot_left_wheel-1>,AXIS_LEFT_WHEEL <abot_left_wheel-1>,left_wheel_to_base,continuous,"-0,04","0,003","0,05",0,0,0,base_link,0,0,1,,,,,,,,,,,,
